path,reference,hypothesis,reference_norm,hypothesis_norm,wer,cer
102_Мардиева Ленария.alignment_0007.wav,"Ер йөҙөндә күпме халыҡтар йәшәй, Туған иттең мине шуларға.","Рәхимәт, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙа�",ер йөҙөндә күпме халыҡтар йәшәй туған иттең мине шуларға,рәхимәт ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙа,3.111111111111111,3.0535714285714284
102_Мардиева Ленария.alignment_0008.wav,"Рус түгелмен, ләкин россиян мин, Россиян мин – ниндәй ғорурлыҡ!","— Рәхимә, һеҙҙең һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңәһең, һеңә�",рус түгелмен ләкин россиян мин россиян мин ниндәй ғорурлыҡ,рәхимә һеҙҙең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңәһең һеңә,1.8888888888888888,2.0172413793103448
102_Мардиева Ленария.alignment_0009.wav,"Ун ғүмерең миңә кәрәк түгел, Бер яҙмышым шуға торолоҡ.",— тип һәйбәт һәйбәт һәйбәт һәйбәт.,ун ғүмерең миңә кәрәк түгел бер яҙмышым шуға торолоҡ,тип һәйбәт һәйбәт һәйбәт һәйбәт,1.0,0.8461538461538461
102_Мардиева Ленария.alignment_0010.wav,"Рус түгелмен, ләкин россиян мин, Россияның һыуын эскәнмен, Сағылдарҙа имән нисек үҫһә, Мин был ерҙә шулай үҫкәнмен.","Ана, имән, нисек шаулай, мин был ерҙә шулай үҫкәнмен.",рус түгелмен ләкин россиян мин россияның һыуын эскәнмен сағылдарҙа имән нисек үҫһә мин был ерҙә шулай үҫкәнмен,ана имән нисек шаулай мин был ерҙә шулай үҫкәнмен,0.5882352941176471,0.6272727272727273
102_Мардиева Ленария.alignment_0011.wav,"Хаҡлымындыр, тимен, үҙемде әгәр Сағыл имәненә оҡшатһам, - Тамырҙарым бит дүрт быуат әүәл Мәскәү менән барып тоташҡан.","Хаҡлымындыр тимен, үҙемде әгәр, сағыл имәненә ыҡшатһам, тамырҙары бит түрт быуат әүәм, Мәскәү менән барып тоташҡан.",хаҡлымындыр тимен үҙемде әгәр сағыл имәненә оҡшатһам тамырҙарым бит дүрт быуат әүәл мәскәү менән барып тоташҡан,хаҡлымындыр тимен үҙемде әгәр сағыл имәненә ыҡшатһам тамырҙары бит түрт быуат әүәм мәскәү менән барып тоташҡан,0.25,0.036036036036036036
102_Мардиева Ленария.alignment_0012.wav,"Замандар бик хәтәр мәлдә Мәскәү Дуҫлыҡ ауазымды ишеткән, Һәм рус халҡы минең яҙмышымды Үҙе яҙмышына иш иткән.",Замындар бик хәтәр мәлдә Мәскәү дуҫлыҡ ауазымды ишеткән һәм рус халҡы минең яҙмышымды үҙе яҙмышына иш иткән.,замандар бик хәтәр мәлдә мәскәү дуҫлыҡ ауазымды ишеткән һәм рус халҡы минең яҙмышымды үҙе яҙмышына иш иткән,замындар бик хәтәр мәлдә мәскәү дуҫлыҡ ауазымды ишеткән һәм рус халҡы минең яҙмышымды үҙе яҙмышына иш иткән,0.058823529411764705,0.009345794392523364
102_Мардиева Ленария.alignment_0013.wav,"Рус түгелмен, ләкин россиян мин, Россиян мин – ниндәй ғорурлыҡ!","Рус түгелмен, ләкин Рәсиян мин, Рәсиян мин, ниндәй ғорурлыҡ!",рус түгелмен ләкин россиян мин россиян мин ниндәй ғорурлыҡ,рус түгелмен ләкин рәсиян мин рәсиян мин ниндәй ғорурлыҡ,0.2222222222222222,0.06896551724137931
102_Мардиева Ленария.alignment_0014.wav,"Биш ғүмерең миңә кәрәк түгел, Бер яҙмышым шуға торорлоҡ.","Биш ғүмерең миңә кәрәк түгел, бер яҙмышым шуға торорлоҡ.",биш ғүмерең миңә кәрәк түгел бер яҙмышым шуға торорлоҡ,биш ғүмерең миңә кәрәк түгел бер яҙмышым шуға торорлоҡ,0.0,0.0
102_Мардиева Ленария.alignment_0015.wav,"Рус һәм башҡорт юлда һәр саҡ юлдаш, Табындаштар оло байрамда, Яуҙа яуҙаш, дандаш һәм ҡәберҙәш Изге һуғыш үткән майҙанда.","Рус һәм башҡорт, юлдаһыр саҡ юлдаш, табындаштар оло байрамда, яуҙа яуҙаш, дандаш һәм ҡәберҙәш, иске һуғыш үткән майҙанда.",рус һәм башҡорт юлда һәр саҡ юлдаш табындаштар оло байрамда яуҙа яуҙаш дандаш һәм ҡәберҙәш изге һуғыш үткән майҙанда,рус һәм башҡорт юлдаһыр саҡ юлдаш табындаштар оло байрамда яуҙа яуҙаш дандаш һәм ҡәберҙәш иске һуғыш үткән майҙанда,0.15789473684210525,0.034482758620689655
102_Мардиева Ленария.alignment_0016.wav,"Салауаттың утлы ирендәре Пугачевты үпкән сағында, Беләм, миңә мөхәббәтең артҡан, Рус туғаным, һинең ҡаныңда.","Салауаттың утлы ирендәре Пугачёфты үпкән сағында, Беләм, миңә мәһәбәтем артҡан, Рус туғаным һинең ҡаныңда.",салауаттың утлы ирендәре пугачевты үпкән сағында беләм миңә мөхәббәтең артҡан рус туғаным һинең ҡаныңда,салауаттың утлы ирендәре пугачёфты үпкән сағында беләм миңә мәһәбәтем артҡан рус туғаным һинең ҡаныңда,0.14285714285714285,0.05825242718446602
102_Мардиева Ленария.alignment_0017.wav,"Рус тугелмен, ләкин россиян мин, Совет Ватанының улымын.","Рус түгел мин, ләкин, Рәсиян мин, Совет ватанының улымын.",рус тугелмен ләкин россиян мин совет ватанының улымын,рус түгел мин ләкин рәсиян мин совет ватанының улымын,0.375,0.09433962264150944
102_Мардиева Ленария.alignment_0018.wav,Ниндәй яҡты бейеклектәренә бөгөн Күтәреләм йәшәү юлының!,"Ниндәй яҡты бейеклектәре лә бөгөн, күтәреләм йәшәү юлының.",ниндәй яҡты бейеклектәренә бөгөн күтәреләм йәшәү юлының,ниндәй яҡты бейеклектәре лә бөгөн күтәреләм йәшәү юлының,0.2857142857142857,0.03636363636363636
102_Мардиева Ленария.alignment_0019.wav,"Күңелемдә минең сыуағы, Күҙҙәремдә - ҡояш нурҙары, Йөрәгемдә - мең йыл тотҡонлоҡто Үтеп сыҡҡан өмөт йырҙары.","Күңелемдә минең көнсүағы, күҙҙәремдә ҡояш нурҙары, йөрәгемдә мең йыл тотҡонлоҡто, үтеп сыҡҡан өмөт йырҙары.",күңелемдә минең сыуағы күҙҙәремдә ҡояш нурҙары йөрәгемдә мең йыл тотҡонлоҡто үтеп сыҡҡан өмөт йырҙары,күңелемдә минең көнсүағы күҙҙәремдә ҡояш нурҙары йөрәгемдә мең йыл тотҡонлоҡто үтеп сыҡҡан өмөт йырҙары,0.07142857142857142,0.04950495049504951
102_Мардиева Ленария.alignment_0020.wav,"Ерҙә нисек мин ныҡ баҫып торам, Ниндәй иркен алам һулышты!","Ерҙә нисек мин ныҡ баҫып торам, нимдә иркен алам, һулышты?",ерҙә нисек мин ныҡ баҫып торам ниндәй иркен алам һулышты,ерҙә нисек мин ныҡ баҫып торам нимдә иркен алам һулышты,0.1,0.03571428571428571
102_Мардиева Ленария.alignment_0021.wav,"Шуларҙың бит мин бөтәһе өсөн, Рус туғаным, һиңә бурыслы!","Шуларҙың бит мин бөтәһе өсөн, Рус туғаным, һиңә, Боросо!",шуларҙың бит мин бөтәһе өсөн рус туғаным һиңә бурыслы,шуларҙың бит мин бөтәһе өсөн рус туғаным һиңә боросо,0.1111111111111111,0.07547169811320754
102_Мардиева Ленария.alignment_0022.wav,"Һин тәм бирҙең минең икмәгемә, Һин тат бирҙең эскән һыуҙарға.","Һинтәм бирҙең, минең икмәгеме, һинтат бирҙең, эскән һыуҙарға.",һин тәм бирҙең минең икмәгемә һин тат бирҙең эскән һыуҙарға,һинтәм бирҙең минең икмәгеме һинтат бирҙең эскән һыуҙарға,0.5,0.05084745762711865
102_Мардиева Ленария.alignment_0023.wav,"Ер йөҙөндә күпме халыҡтар йәшәй, Туған иттең мине шуларға.","Ер йөҙөндә күпме халыҡтар йәшәй, туған иттең мине шуларға!",ер йөҙөндә күпме халыҡтар йәшәй туған иттең мине шуларға,ер йөҙөндә күпме халыҡтар йәшәй туған иттең мине шуларға,0.0,0.0
102_Мардиева Ленария.alignment_0024.wav,"Рус түгелмен, ләкин россиян мин, Россиян мин – ниндәй ғорурлыҡ!","Рус түгелмен, ләкин Рәсиян мин, Рәсиян мин, ниндәй ғырурлыҡ!",рус түгелмен ләкин россиян мин россиян мин ниндәй ғорурлыҡ,рус түгелмен ләкин рәсиян мин рәсиян мин ниндәй ғырурлыҡ,0.3333333333333333,0.08620689655172414
102_Мардиева Ленария.alignment_0025.wav,"Ун ғүмерең миңә кәрәк түгел, Бер яҙмышым шуға торолоҡ.","Ун ғүмерен миңә кәрәк түгел, бер яҙмышым шуға торорлоҡ.",ун ғүмерең миңә кәрәк түгел бер яҙмышым шуға торолоҡ,ун ғүмерен миңә кәрәк түгел бер яҙмышым шуға торорлоҡ,0.2222222222222222,0.038461538461538464
050_Нутфуллина Алсу.alignment_0001.wav,"Сыйырсыҡ, сыйырсыҡ!",— тип һәйбәт һәйбәт.,сыйырсыҡ сыйырсыҡ,тип һәйбәт һәйбәт,1.5,1.0
050_Нутфуллина Алсу.alignment_0002.wav,Ояңдан осоп сыҡ!,— тип һәйбәт һәйбәт.,ояңдан осоп сыҡ,тип һәйбәт һәйбәт,1.0,1.1333333333333333
050_Нутфуллина Алсу.alignment_0003.wav,"Оҡшаһа был өйөң, Түгелһен моң-көйөң!..",— тип һәйләнәйҙе ҡулыҡтарға ҡарап ҡарап ҡуйҙы.,оҡшаһа был өйөң түгелһен моң көйөң,тип һәйләнәйҙе ҡулыҡтарға ҡарап ҡарап ҡуйҙы,1.0,1.088235294117647
050_Нутфуллина Алсу.alignment_0004.wav,"Ҡошсоғом сыҡты ла, Ҡанатын ҡаҡты ла, Һоҡланды ояға, Таң ҡалды донъяға.","Ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, ҡайҙаға ҡарап, �",ҡошсоғом сыҡты ла ҡанатын ҡаҡты ла һоҡланды ояға таң ҡалды донъяға,ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап ҡайҙаға ҡарап,2.5454545454545454,2.5
050_Нутфуллина Алсу.alignment_0005.wav,"Ул һайрай мең телдә, Булғанға күп илдә.","Мин һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң, һуң",ул һайрай мең телдә булғанға күп илдә,мин һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң һуң,4.714285714285714,3.27027027027027
050_Нутфуллина Алсу.alignment_0006.wav,"Дәртләнә, һөйөнә Ҡайтҡанға өйөнә.",— Ҡайҙанға өйөнә.,дәртләнә һөйөнә ҡайтҡанға өйөнә,ҡайҙанға өйөнә,0.75,0.5806451612903226
078_Динисламов Арслан.alignment_0001.wav,"Сыйырсыҡ, сыйырсыҡ!",— тип һәйләнәйҙе ҡулыҡтарға.,сыйырсыҡ сыйырсыҡ,тип һәйләнәйҙе ҡулыҡтарға,1.5,1.2941176470588236
078_Динисламов Арслан.alignment_0002.wav,Ояңдан осоп сыҡ!,"— Ул һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, һәйбәт, �",ояңдан осоп сыҡ,ул һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт һәйбәт,7.0,9.333333333333334
078_Динисламов Арслан.alignment_0003.wav,"Оҡшаһа был өйөң, Түгелһен моң-көйөң!..",Ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙ,оҡшаһа был өйөң түгелһен моң көйөң,ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙаһын ҡайҙ,3.5,5.0
078_Динисламов Арслан.alignment_0004.wav,"Ҡошсоғом сыҡты ла, Ҡанатын ҡаҡты ла, Һоҡланды ояға, Таң ҡалды донъяға.","Ул саҡтала, ҡанатың саҡтала, тотманды уяһа, танк.",ҡошсоғом сыҡты ла ҡанатын ҡаҡты ла һоҡланды ояға таң ҡалды донъяға,ул саҡтала ҡанатың саҡтала тотманды уяһа танк,1.0,0.5151515151515151
078_Динисламов Арслан.alignment_0005.wav,"Ул һайрай мең телдә, Булғанға күп илдә.","— Ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡайҙаһың, ҡ",ул һайрай мең телдә булғанға күп илдә,ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡайҙаһың ҡ,2.5714285714285716,3.7837837837837838
019_Ахмеров Баязит.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..","Байазит, Рәми Ғәрипов, туған тел.",туған тел и туған тел и матур тел атам әсәмдең теле,байазит рәми ғәрипов туған тел,0.8181818181818182,0.7450980392156863
019_Ахмеров Баязит.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Мин халҡымдың сәскә күңеленән бал ҡортондай өнйә йыямын, йыямын да, йәнле эләрҙә, хуш иҫле бер кәрәҫ ҡоямын.",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,мин халҡымдың сәскә күңеленән бал ҡортондай өнйә йыямын йыямын да йәнле эләрҙә хуш иҫле бер кәрәҫ ҡоямын,0.2777777777777778,0.14912280701754385
019_Ахмеров Баязит.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуға ла мин беләм, тел, ҡәҙерән, Бер телдән дә телем кән түгел, Көслө лә ул, бай ҙа, яғымлы ла, Кән күрер, ти ҡуна, кән күңел.",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуға ла мин беләм тел ҡәҙерән бер телдән дә телем кән түгел көслө лә ул бай ҙа яғымлы ла кән күрер ти ҡуна кән күңел,0.24,0.0603448275862069
019_Ахмеров Баязит.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Һалҡым теле миңә, һаҡлыҡ теле.Унан башҡа минең илем юҡ, илен һөймәҫ кенә.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,һалҡым теле миңә һаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә,0.45,0.3584905660377358
019_Ахмеров Баязит.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Беҙҙең һөйләнеп, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулы�",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,беҙҙең һөйләнеп ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулы,1.3888888888888888,1.5480769230769231
025_Хусаинова Шафига.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..",Мин халҡымды.,туған тел и туған тел и матур тел атам әсәмдең теле,мин халҡымды,1.0,0.8627450980392157
025_Хусаинова Шафига.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Былай һуң, ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғы�",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,былай һуң ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғыҙҙың ҡулыңғы,1.0,1.105263157894737
025_Хусаинова Шафига.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуға ла мин беләм тел ҡәҙерен, Бер телдән дә телем кәм түгел, Көслө лә ул бай ҙа, яғымлы ла, Кем күрер уны тик кәм күңел?",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кем күрер уны тик кәм күңел,0.12,0.0603448275862069
025_Хусаинова Шафига.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Халҡын теле миңә һаҡлыҡ теле, Унан башҡа минең илем юҡ, Илен һөймәҫ кенә, телен һөймәҫ, Иле юҡтың ғына теле юҡ.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,халҡын теле миңә һаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ иле юҡтың ғына теле юҡ,0.15,0.02830188679245283
025_Хусаинова Шафига.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Әсәм теле миңә сәсәм теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ.",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,әсәм теле миңә сәсәм теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,0.05555555555555555,0.009615384615384616
065_Ахметшина Радмила.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..",Ниңә һуң?,туған тел и туған тел и матур тел атам әсәмдең теле,ниңә һуң,1.0,0.9019607843137255
065_Ахметшина Радмила.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Мин һауҡымдын сәскә ҡулыһынан, бал ҡуртындай өнйөҙ йамын, йамында йәнле ынйылыһынан һуң шиҫле бер кәрәк ҡуям.",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,мин һауҡымдын сәскә ҡулыһынан бал ҡуртындай өнйөҙ йамын йамында йәнле ынйылыһынан һуң шиҫле бер кәрәк ҡуям,0.7222222222222222,0.3333333333333333
065_Ахметшина Радмила.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуға ла мин беләм тел ҡәҙерен, Бер телдәнде телем кән түгел, Көшөлө лә ул байҙы, йығымлы ла Кән күрен уны тик кән күңел.",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуға ла мин беләм тел ҡәҙерен бер телдәнде телем кән түгел көшөлө лә ул байҙы йығымлы ла кән күрен уны тик кән күңел,0.48,0.15517241379310345
065_Ахметшина Радмила.alignment_0004.wav,"Халҡым теле — миңә хаҡлыҡ теле, Унан башҡа минең илем юҡ; Илен һөймәҫ кенә телен һөймәҫ, Илe юҡтың ғына теле юҡ!","Һалҡын теле миңә һаҡлыҡ теле, унан башҡа минең илен һөймәс, кенә телен һөймәс, илен юртын ғына теле юҡ.",халҡым теле миңә хаҡлыҡ теле унан башҡа минең илем юҡ илен һөймәҫ кенә телен һөймәҫ илe юҡтың ғына теле юҡ,һалҡын теле миңә һаҡлыҡ теле унан башҡа минең илен һөймәс кенә телен һөймәс илен юртын ғына теле юҡ,0.4,0.16037735849056603
065_Ахметшина Радмила.alignment_0005.wav,"Әсәм теле миңә — сәсән теле, Унан башҡа минең халҡым юҡ, Йөрәгендә халҡы булмағандың Кеше булырға ла хаҡы юҡ!","Әсәм теле миңә сәсәм теле, Ниндән башҡа минең һаҡын юҡ, Юргендә һаҡып, мағандын, Кеше булырға ла һаҡын юҡ.",әсәм теле миңә сәсән теле унан башҡа минең халҡым юҡ йөрәгендә халҡы булмағандың кеше булырға ла хаҡы юҡ,әсәм теле миңә сәсәм теле ниндән башҡа минең һаҡын юҡ юргендә һаҡып мағандын кеше булырға ла һаҡын юҡ,0.3888888888888889,0.19230769230769232
076_Кинзягулова Гульназ.alignment_0001.wav,"ТУҒАН ТЕЛ И туған тел, и матур тел, атам-әсәмдең теле!..",— тип һәйбәт һәйбәт.,туған тел и туған тел и матур тел атам әсәмдең теле,тип һәйбәт һәйбәт,1.0,0.8627450980392157
076_Кинзягулова Гульназ.alignment_0002.wav,"Туҡай Мин халҡымдың сәскә күңеленән Бал ҡортондай ынйы йыямын, Йыямын да — йәнле ынйыларҙан Хуш еҫле бер кәрәҙ ҡоямын.","Беҙҙең ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап, ҡулыҡтарға ҡарап,",туҡай мин халҡымдың сәскә күңеленән бал ҡортондай ынйы йыямын йыямын да йәнле ынйыларҙан хуш еҫле бер кәрәҙ ҡоямын,беҙҙең ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап ҡулыҡтарға ҡарап,1.3888888888888888,1.5
076_Кинзягулова Гульназ.alignment_0003.wav,"Шуға ла мин беләм тел ҡәҙерен: Бер телдән дә телем кәм түгел — Көслө лә ул, бай ҙа, яғымлы ла, Кәм күрер тик уны кәм күңел!..","Шуға ла мин беләм тел ҡәҙерен, Бер телдән дә телем кәм түгел, Көслө лә ул бай ҙа, яғымлы ла Кәм күрер тик уны, кәм күңел.",шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,шуға ла мин беләм тел ҡәҙерен бер телдән дә телем кәм түгел көслө лә ул бай ҙа яғымлы ла кәм күрер тик уны кәм күңел,0.0,0.0
